trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
87,False,"{'a': 0.5, 'e': 0.967219999999996}",35,0,-146.56213601152027,"{0: 25, 1: 3, 2: 4, 3: 0, 4: 3}",0
88,False,"{'a': 0.5, 'e': 0.9668399999999959}",25,0,-189.82652719632742,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
89,False,"{'a': 0.5, 'e': 0.9664599999999959}",20,0,-109.80185461182357,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.9660799999999958}",25,0,-143.6733171305472,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
91,False,"{'a': 0.5, 'e': 0.9656999999999958}",20,0,-121.78707510178327,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
92,False,"{'a': 0.5, 'e': 0.9653199999999957}",25,19,0.9652782183902042,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.9649399999999957}",25,0,-250.64486009703668,"{0: 12, 1: 3, 2: 3, 3: 3, 4: 4}",0
94,False,"{'a': 0.5, 'e': 0.9645599999999956}",25,0,-229.3571731621497,"{0: 11, 1: 2, 2: 7, 3: 2, 4: 3}",0
95,False,"{'a': 0.5, 'e': 0.9641799999999956}",25,0,-37.2380075669589,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.9637999999999955}",20,3,-189.76930187391173,"{0: 6, 1: 3, 2: 4, 3: 1, 4: 3}",1
97,False,"{'a': 0.5, 'e': 0.9634199999999955}",20,0,-14.540478976976866,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.9630399999999955}",25,0,-152.79828007199225,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
99,False,"{'a': 0.5, 'e': 0.9626599999999954}",35,0,-130.9925668120784,"{0: 22, 1: 5, 2: 6, 3: 0, 4: 2}",0
100,False,"{'a': 0.5, 'e': 0.9622799999999954}",25,0,-70.08739334984493,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.9618999999999953}",30,0,-179.46213046145093,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
102,False,"{'a': 0.5, 'e': 0.9615199999999953}",25,0,-64.96339509305388,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.9611399999999952}",25,0,-280.68683267773713,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 5}",0
104,False,"{'a': 0.5, 'e': 0.9607599999999952}",25,0,-73.23528775485244,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.9603799999999951}",20,0,-89.8604988590415,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
