trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1132,False,"{'a': 0.1, 'e': 0.25735469613555129}",20,14,6.060826134165733,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.1, 'e': 0.25704605572147393}",20,0,-25.067868941689433,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1134,False,"{'a': 0.1, 'e': 0.25673778545376125}",25,16,11.640480291254196,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.1, 'e': 0.25642988488850393}",25,10,15.616853579030767,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1136,False,"{'a': 0.1, 'e': 0.25612235358232521}",25,10,-9.398827925797734,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
1137,False,"{'a': 0.1, 'e': 0.25581519109237988}",20,13,-26.943106399295857,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1138,False,"{'a': 0.1, 'e': 0.25550839697635391}",30,0,-6.352445120732999,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
1139,False,"{'a': 0.1, 'e': 0.25520197079246376}",25,8,-33.07864495417573,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
1140,False,"{'a': 0.1, 'e': 0.25489591209945567}",25,0,-15.999480563563779,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
1141,False,"{'a': 0.1, 'e': 0.25459022045660501}",20,13,11.611132567869713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.1, 'e': 0.25428489542371585}",20,14,3.7356118315382183,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.1, 'e': 0.25397993656112}",25,17,13.922027185811832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.1, 'e': 0.25367534342967668}",30,8,-37.85334404863446,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
1145,False,"{'a': 0.1, 'e': 0.25337111559077174}",20,3,25.865261737148174,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.1, 'e': 0.25306725260631707}",30,8,-48.354740915075794,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
1147,False,"{'a': 0.1, 'e': 0.25276375403874984}",20,0,21.98384561700362,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1148,False,"{'a': 0.1, 'e': 0.25246061945103215}",30,15,25.10180661224349,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.1, 'e': 0.25215784840665006}",25,2,-45.61537369881625,"{0: 18, 1: 1, 2: 1, 3: 3, 4: 0}",1
1150,False,"{'a': 0.1, 'e': 0.25185544046961328}",20,11,3.3465443383143167,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1151,False,"{'a': 0.1, 'e': 0.2515533952044543}",30,18,1.093614497562379,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1152,False,"{'a': 0.1, 'e': 0.25125171217622788}",20,0,18.693839837495634,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1153,False,"{'a': 0.1, 'e': 0.25095039095051042}",30,13,22.218647362379514,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1154,False,"{'a': 0.1, 'e': 0.25064943109339927}",20,8,16.707400414245125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.1, 'e': 0.25034883217151221}",25,16,6.332130774682241,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1156,False,"{'a': 0.1, 'e': 0.25004859375198674}",35,0,-131.9843513936182,"{0: 27, 1: 0, 2: 5, 3: 0, 4: 3}",0
1157,False,"{'a': 0.1, 'e': 0.24974871540247945}",20,13,13.070644858770553,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.1, 'e': 0.2494491966911655}",25,7,-17.860126964263102,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1159,False,"{'a': 0.1, 'e': 0.24915003718673789}",25,18,16.180233439206752,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.1, 'e': 0.2488512364584069}",25,15,-1.4434718852051796,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1161,False,"{'a': 0.1, 'e': 0.24855279407589939}",25,9,-75.76549014888501,"{0: 12, 1: 0, 2: 0, 3: 3, 4: 1}",1
1162,False,"{'a': 0.1, 'e': 0.24825470960945831}",30,3,-3.4159797086076584,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
1163,False,"{'a': 0.1, 'e': 0.24795698262984198}",35,18,-5.7786187213267155,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1164,False,"{'a': 0.1, 'e': 0.24765961270832348}",30,0,-17.80998575434974,"{0: 26, 1: 0, 2: 2, 3: 2, 4: 0}",1
1165,False,"{'a': 0.1, 'e': 0.24736259941669009}",30,13,-10.212566058851628,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1166,False,"{'a': 0.1, 'e': 0.24706594232724258}",25,10,25.920338622960333,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.1, 'e': 0.24676964101279472}",20,15,10.192718040821456,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.1, 'e': 0.24647369504667255}",20,2,-1.5080567693049054,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1169,False,"{'a': 0.1, 'e': 0.24617810400271384}",20,0,-23.9054617409001,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
1170,False,"{'a': 0.1, 'e': 0.24588286745526744}",25,16,6.599013054345154,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.1, 'e': 0.24558798497919265}",20,0,24.681268747097597,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1172,False,"{'a': 0.1, 'e': 0.24529345614985867}",35,23,21.064773635481647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.1, 'e': 0.24499928054314396}",20,13,-0.4306450041348453,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1174,False,"{'a': 0.1, 'e': 0.24470545773543556}",25,7,-19.13868915806748,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
