trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2004,False,"{'a': 0.1, 'e': 0.090382916609541453}",20,9,16.752051304798105,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2005,False,"{'a': 0.1, 'e': 0.090274522159287496}",30,18,23.730979422772535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2006,False,"{'a': 0.1, 'e': 0.090166257704361041}",25,5,-20.793717079849753,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
2007,False,"{'a': 0.1, 'e': 0.090058123088861269}",20,10,-26.320229854981186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2008,False,"{'a': 0.1, 'e': 0.089950118157074307}",30,10,36.44696052720106,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2009,False,"{'a': 0.1, 'e': 0.089842242753473023}",30,19,11.660399341748393,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2010,False,"{'a': 0.1, 'e': 0.089734496722716828}",25,18,-1.834877436574219,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
2011,False,"{'a': 0.1, 'e': 0.08962687990965143}",25,13,22.646216984578455,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2012,False,"{'a': 0.1, 'e': 0.089519392159308583}",20,11,14.828947774383604,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2013,False,"{'a': 0.1, 'e': 0.08941203331690592}",35,19,-2.8504143504609054,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
2014,False,"{'a': 0.1, 'e': 0.089304803227846674}",20,14,10.683883505593363,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2015,False,"{'a': 0.1, 'e': 0.089197701737719515}",25,19,9.301785341508552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2016,False,"{'a': 0.1, 'e': 0.089090728692298268}",20,11,20.07399729337608,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2017,False,"{'a': 0.1, 'e': 0.088983883937541738}",25,2,40.52810661280732,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2018,False,"{'a': 0.1, 'e': 0.088877167319593456}",25,8,29.31944325133993,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2019,False,"{'a': 0.1, 'e': 0.08877057868478147}",20,14,13.995728184864946,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2020,False,"{'a': 0.1, 'e': 0.088664117879618129}",35,20,-20.840344057605286,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
2021,False,"{'a': 0.1, 'e': 0.088557784750799853}",20,5,27.281069657020463,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2022,False,"{'a': 0.1, 'e': 0.088451579145206918}",20,6,-19.62277949396669,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2023,False,"{'a': 0.1, 'e': 0.088345500909903243}",20,11,15.990821821599898,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2024,False,"{'a': 0.1, 'e': 0.088239549892136143}",20,8,15.159690543426192,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2025,False,"{'a': 0.1, 'e': 0.088133725939336133}",20,14,12.339463539290211,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2026,False,"{'a': 0.1, 'e': 0.088028028899116706}",25,10,14.894585441023503,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
2027,False,"{'a': 0.1, 'e': 0.087922458619274099}",20,8,-19.691163242885494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2028,False,"{'a': 0.1, 'e': 0.087817014947787098}",25,7,-11.654656707502468,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2029,False,"{'a': 0.1, 'e': 0.087711697732816798}",20,4,11.767914772276367,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2030,False,"{'a': 0.1, 'e': 0.08760650682270639}",20,10,17.828701182000383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2031,False,"{'a': 0.1, 'e': 0.087501442065980956}",25,11,10.862018172670204,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2032,False,"{'a': 0.1, 'e': 0.087396503311347212}",30,20,18.571288260907956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2033,False,"{'a': 0.1, 'e': 0.087291690407693343}",25,13,8.398639734245155,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2034,False,"{'a': 0.1, 'e': 0.087187003204088745}",25,13,10.01173307778173,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2035,False,"{'a': 0.1, 'e': 0.087082441549783826}",30,14,15.433604177530524,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2036,False,"{'a': 0.1, 'e': 0.086978005294209779}",25,17,17.59480122261568,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
